,Company Name,Governance Score 2020-21,Governance Score 2022-23,Governance Score 2023-24,Classification 2020-21,Classification 2022-23,Classification 2023-24,Change Classification,Stock Performance 2019-20,Stock Performance 2020-21,Stock Performance 2021-22,Stock Performance 2022-23,Stock Performance 2023-24,Stock Performance 2019-2024,Stock Performance 2015-2024,All Time Performance,Comparison 2019-20,Comparison 2020-21,Comparison 2021-22,Comparison 2022-23,Comparison 2023-24,Comparison 2019-2024,Comparison 2015-2024,All Time Comparison,Average Classification,Short Term Performance,Long Term Performance,Company Name Original,Ticker,Macro-Economic Sector,Sector,Industry,Basic Industry
586,vrllogisticsltd,,74.6,27.5,,Weak,Adequate,Improved,-41.26%,73.24%,118.62%,42.13%,-11.24%,117.10%,109.27%,109.27%,Worse,Worse,Better,Better,Worse,Better,Worse,Data Not Available,Below Average,Worse,Worse,vrl logistics limited,VRLLOG,Services,Services,Transport Services,Logistics Solution Provider
587,vstindustriesltd,,82.8,30.7,,Strong,Strong,Constant,-15.56%,22.47%,-8.30%,7.23%,17.72%,25.94%,210.10%,5898.37%,Better,Worse,Worse,Better,Worse,Worse,Better,Data Not Available,Strong,Worse,Better,vst industries limited,VSTIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
588,welspuncorpltd,,78.6,22.4,,Adequate,Adequate,Constant,-44.73%,103.28%,28.28%,36.64%,169.29%,398.90%,983.45%,6331.23%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,welspun corp limited,WELCORP,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
589,welspunlivingltd,,75.6,,,Weak,,Not Enough Data,-62.82%,295.35%,11.16%,-36.63%,103.62%,137.98%,354.26%,1499.06%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Weak,Worse,Better,welspun living ltd,WELSPUNLIV,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
590,whirlpoolofindialtd,,77.4,21.4,,Below Average,Below Average,Constant,19.39%,32.87%,-31.08%,-19.40%,-8.57%,-18.93%,70.95%,4992.87%,Better,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,whirlpool of india limited,WHIRLPOOL,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
591,wiproltd,,88.2,31.7,,Strong,Strong,Constant,-24.20%,143.95%,43.05%,-38.47%,31.31%,88.13%,109.59%,52763.35%,Better,Better,Better,Worse,Worse,Worse,Worse,Data Not Available,Strong,Better,Worse,wipro limited,WIPRO,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
592,wpilltd,,75.1,,,Weak,,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Weak,Worse,Worse,wpil ltd,,,,,
593,yesbankltd,,83.2,21.1,,Strong,Below Average,Demoted,-90.99%,-60.75%,-17.17%,16.22%,52.13%,-90.69%,-85.30%,110.99%,Worse,Worse,Worse,Better,Better,Worse,Worse,Data Not Available,Adequate,Worse,Worse,yes bank limited,YESBANK,Financial Services,Financial Services,Banks,Private Sector Bank
594,zensartechnologiesltd,,77.2,30.8,,Below Average,Strong,Improved,-60.62%,291.66%,26.88%,-24.61%,124.70%,183.95%,453.80%,8630.54%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,zensar technologies limited,ZENSARTECH,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
595,zfcommercialvehiclecontrolsystemsindialtd,,78.3,20.0,,Below Average,Below Average,Constant,-1.15%,17.28%,24.53%,40.71%,50.51%,145.35%,175.90%,9000.41%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,zf commercial vehicle control systems india limited,ZFCVINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
596,zyduslifesciencesltd,,80.4,20.2,,Adequate,Below Average,Constant,-17.45%,57.27%,-18.79%,35.12%,112.55%,218.15%,233.45%,8370.67%,Better,Worse,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,zydus lifesciences limited,ZYDUSLIFE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
597,zyduswellnessltd,,79.1,18.9,,Adequate,Weak,Demoted,-2.30%,63.28%,-19.85%,5.21%,1.32%,11.93%,45.75%,705.49%,Better,Worse,Worse,Better,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,zydus wellness limited,ZYDUSWELL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
598,3iinfotechltd,,,34.6,,,Strong,Not Enough Data,-66.67%,520.83%,-34.71%,-49.68%,30.15%,1.28%,-38.76%,-90.87%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,3i infotech limited,3IINFOLTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
599,5paisacapitalltd,,,33.4,,,Strong,Not Enough Data,-19.61%,159.56%,24.37%,-23.07%,76.13%,258.84%,118.52%,118.52%,Better,Better,Better,Worse,Better,Better,Worse,Data Not Available,Strong,Better,Worse,5paisa capital limited,5PAISA,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
600,63moonstechnologiesltd,,,23.4,,,Adequate,Not Enough Data,-42.24%,48.52%,262.81%,-20.42%,132.00%,402.82%,147.70%,42.04%,Worse,Worse,Better,Worse,Better,Better,Worse,Data Not Available,Adequate,Worse,Worse,63 moons technologies limited,63MOONS,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
601,aartidrugsltd,,,19.3,,,Below Average,Not Enough Data,-23.58%,503.76%,-41.42%,-25.12%,13.67%,167.00%,168.51%,6134.33%,Better,Better,Worse,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,aarti drugs limited,AARTIDRUGS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
602,aartisurfactantsltd,,,18.2,,,Weak,Not Enough Data,Data Not Available,94.48%,-20.65%,-40.77%,15.34%,17.45%,17.45%,17.45%,Data Not Available,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,aarti surfactants limited,AARTISURF,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
603,abansholdingsltd,,,33.2,,,Strong,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,-2.27%,28.55%,21.93%,21.93%,21.93%,Data Not Available,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,abans holdings limited,AHL,Financial Services,Financial Services,Finance,Holding Company
604,accelyasolutionsindialtd,,,30.7,,,Strong,Not Enough Data,-6.26%,1.68%,6.50%,29.91%,38.33%,117.21%,160.41%,5494.13%,Better,Worse,Worse,Better,Better,Better,Worse,Data Not Available,Strong,Better,Worse,accelya solutions india limited,ACCELYA,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
605,adorweldingltd,,,20.3,,,Below Average,Not Enough Data,-42.43%,86.02%,97.24%,48.76%,63.64%,338.60%,664.63%,10379.69%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,ador welding limited,ADORWELD,Industrials,Capital Goods,Industrial Products,Other Industrial Products
606,agigreenpacltd,,,18.9,,,Weak,Not Enough Data,-41.95%,346.81%,85.42%,7.53%,100.71%,1039.18%,730.15%,745019.81%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,agi greenpac limited,AGI,Industrials,Capital Goods,Industrial Products,Packaging
607,agrotechfoodsltd,,,21.1,,,Below Average,Not Enough Data,-33.23%,131.50%,3.29%,5.29%,-20.45%,20.85%,14.85%,1085.68%,Worse,Better,Worse,Better,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,agro tech foods limited,ATFL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
608,ahluwaliacontractsindialtd,,,18.6,,,Weak,Not Enough Data,0.09%,-8.36%,44.27%,42.74%,112.74%,213.51%,880.04%,479.37%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,ahluwalia contracts india limited,AHLUCONT,Industrials,Construction,Construction,Civil Construction
609,ajmerarealtyandinfraindialtd,,,24.2,,,Adequate,Not Enough Data,-64.04%,112.47%,152.06%,-17.78%,164.32%,316.70%,667.49%,445.79%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,ajmera realty & infra india limited,AJMERA,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
610,alembicltd,,,42.2,,,Strong,Not Enough Data,-17.05%,242.98%,-28.22%,-26.29%,42.74%,108.10%,170.89%,75.04%,Better,Better,Worse,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,alembic limited,ALEMBICLTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
611,aliconcastalloyltd,,,22.0,,,Adequate,Not Enough Data,-70.27%,143.96%,35.02%,-8.43%,16.81%,40.54%,230.94%,1184.58%,Worse,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Adequate,Worse,Better,alicon castalloy limited,ALICON,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
612,allcargogatiltd,,,38.6,,,Strong,Not Enough Data,-46.04%,65.99%,49.02%,-34.34%,-9.26%,5.88%,-53.66%,2.87%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,allcargo gati limited,ACLGATI,Services,Services,Transport Services,Logistics Solution Provider
613,ambikacottonmillsltd,,,23.6,,,Adequate,Not Enough Data,-51.83%,82.66%,145.35%,-44.27%,2.75%,40.58%,140.82%,1315.62%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,ambika cotton mills limited,AMBIKCO,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
614,amrutanjanhealthcareltd,,,23.0,,,Adequate,Not Enough Data,3.52%,111.66%,53.91%,-30.86%,-2.14%,99.13%,181.48%,1622.25%,Better,Better,Better,Worse,Worse,Better,Better,Data Not Available,Adequate,Better,Better,amrutanjan health care limited,AMRUTANJAN,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
615,anantrajltd,,,45.4,,,Strong,Not Enough Data,-40.72%,728.21%,22.00%,87.64%,155.14%,2138.34%,1990.75%,3.83%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,anant raj limited,ANANTRAJ,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
616,andhrapaperltd,,,27.3,,,Adequate,Not Enough Data,-68.87%,65.63%,28.78%,45.14%,22.35%,14.46%,59.84%,-66.59%,Worse,Worse,Better,Better,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,andhra paper limited,ANDHRAPAP,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
617,anjaniportlandcementltd,,,22.3,,,Adequate,Not Enough Data,-23.64%,135.54%,11.58%,-42.20%,8.02%,51.88%,-25.15%,-25.15%,Better,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,anjani portland cement limited,APCL,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
618,apcotexindustriesltd,,,18.4,,,Weak,Not Enough Data,-61.62%,163.19%,101.49%,33.07%,2.56%,126.43%,391.32%,21522.08%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,apcotex industries limited,APCOTEXIND,Industrials,Capital Goods,Industrial Products,Rubber
619,apexfrozenfoodsltd,,,17.2,,,Weak,Not Enough Data,-47.11%,42.89%,26.57%,-34.25%,-3.82%,-36.34%,-6.63%,-6.63%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,apex frozen foods limited,APEX,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
620,apollopipesltd,,,20.6,,,Below Average,Not Enough Data,-34.92%,335.23%,75.80%,12.39%,17.03%,408.43%,408.43%,408.43%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,apollo pipes limited,APOLLOPIPE,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
621,aptechltd,,,37.7,,,Strong,Not Enough Data,-49.69%,152.17%,65.14%,3.41%,-1.67%,102.99%,611.08%,1222.15%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Strong,Better,Better,aptech limited,APTECHT,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
622,armanfinancialservicesltd,,,31.5,,,Strong,Not Enough Data,14.86%,21.93%,56.52%,38.03%,37.30%,408.39%,693.43%,693.43%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,arman financial services limited,ARMANFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
623,arshiyaltd,,,36.2,,,Strong,Not Enough Data,-76.39%,299.40%,-21.47%,-84.71%,0.00%,-78.47%,-84.34%,-96.05%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,arshiya limited,ARSHIYA,Services,Services,Transport Services,Logistics Solution Provider
624,artemismedicareservicesltd,,,25.2,,,Adequate,Not Enough Data,-39.31%,76.29%,104.50%,73.66%,157.15%,652.38%,652.38%,652.38%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,artemis medicare services limited,ARTEMISMED,Healthcare,Healthcare,Healthcare Services,Hospital
625,arvindfashionsltd,,,33.0,,,Strong,Not Enough Data,-79.99%,-3.68%,84.50%,4.00%,63.95%,-36.42%,-1.39%,-1.39%,Worse,Worse,Better,Better,Better,Worse,Worse,Data Not Available,Strong,Better,Worse,arvind fashions limited,ARVINDFASN,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
626,arvindltd,,,24.6,,,Adequate,Not Enough Data,-76.66%,228.43%,59.57%,-27.16%,223.08%,225.80%,203.91%,4150.59%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,arvind limited,ARVIND,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
627,arvindsmartspacesltd,,,40.5,,,Strong,Not Enough Data,-45.92%,28.51%,111.08%,39.33%,202.13%,461.35%,1238.28%,1238.28%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,arvind smartspaces limited,ARVSMART,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
628,ashianahousingltd,,,20.4,,,Below Average,Not Enough Data,-58.16%,164.23%,0.40%,21.03%,92.39%,133.77%,20.36%,940.48%,Worse,Better,Worse,Better,Better,Better,Worse,Data Not Available,Below Average,Better,Worse,ashiana housing limited,ASHIANA,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
629,associatedalcoholsandbreweriesltd,,,17.9,,,Weak,Not Enough Data,-41.16%,226.90%,10.80%,-33.45%,38.74%,77.75%,77.75%,77.75%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Weak,Worse,Worse,associated alcohols & breweries limited.,ASALCBR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
630,asteclifesciencesltd,,,15.2,,,Weak,Not Enough Data,-25.40%,194.97%,63.89%,-15.35%,-10.59%,106.03%,701.56%,1327.22%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Weak,Worse,Better,astec lifesciences limited,ASTEC,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
631,atulautoltd,,,16.6,,,Weak,Not Enough Data,-58.26%,49.71%,-12.16%,82.32%,40.97%,42.47%,-8.87%,470.37%,Worse,Worse,Worse,Better,Better,Worse,Worse,Data Not Available,Weak,Worse,Worse,atul auto limited,ATULAUTO,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles
632,automotiveaxlesltd,,,20.4,,,Below Average,Not Enough Data,-67.34%,183.97%,52.09%,42.88%,-24.36%,53.52%,168.28%,2480.81%,Worse,Better,Better,Better,Worse,Worse,Better,Data Not Available,Below Average,Better,Better,automotive axles limited,AUTOAXLES,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
633,automotivestampingsandassembliesltd,,,19.6,,,Below Average,Not Enough Data,-74.95%,169.35%,1557.59%,-25.93%,104.80%,1005.88%,1334.88%,2265.12%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,automotive stampings and assemblies limited,ASAL,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
634,avadhsugarandenergyltd,,,22.6,,,Adequate,Not Enough Data,-49.88%,83.38%,285.18%,-42.39%,26.23%,140.85%,124.37%,124.37%,Worse,Worse,Better,Worse,Worse,Better,Worse,Data Not Available,Adequate,Worse,Worse,avadh sugar & energy limited,AVADHSUGAR,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
635,avantifeedsltd,,,17.9,,,Weak,Not Enough Data,-26.60%,58.73%,-8.67%,-22.17%,47.11%,25.49%,348.13%,37349.67%,Worse,Worse,Worse,Worse,Better,Worse,Better,Data Not Available,Weak,Worse,Better,avanti feeds limited,AVANTIFEED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
636,avtnaturalproductsltd,,,22.6,,,Adequate,Not Enough Data,-11.68%,114.27%,192.64%,-33.33%,2.89%,228.14%,234.37%,2065.03%,Better,Better,Better,Worse,Worse,Better,Better,Data Not Available,Adequate,Better,Better,avt natural products limited,AVTNPL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
637,axiscadestechnologiesltd,,,34.6,,,Strong,Not Enough Data,-53.01%,31.57%,192.58%,173.38%,93.71%,823.46%,126.05%,1006.30%,Worse,Worse,Better,Better,Better,Better,Worse,Data Not Available,Strong,Better,Worse,axiscades technologies limited,AXISCADES,Information Technology,Information Technology,IT - Services,IT Enabled Services
638,axitacottonltd,,,25.5,,,Adequate,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,210.41%,-47.52%,53.82%,53.82%,53.82%,Data Not Available,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Data Not Available,Adequate,Better,Worse,axita cotton limited,AXITA,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
639,bajajconsumercareltd,,,17.8,,,Weak,Not Enough Data,-58.49%,123.24%,-37.12%,-2.47%,43.07%,-24.06%,-40.47%,108.61%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Weak,Worse,Worse,bajaj consumer care limited,BAJAJCON,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
640,bajajhealthcareltd,,,19.6,,,Below Average,Not Enough Data,Data Not Available,Data Not Available,-6.16%,-16.70%,-10.41%,-18.95%,-18.95%,-18.95%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,bajaj healthcare limited,BAJAJHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
641,bajajhindusthansugarltd,,,17.3,,,Weak,Not Enough Data,-67.08%,133.96%,116.79%,-18.35%,131.47%,260.87%,106.03%,484.65%,Worse,Better,Better,Worse,Better,Better,Worse,Data Not Available,Weak,Better,Worse,bajaj hindusthan sugar limited,BAJAJHIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
642,balmerlawrieandcompanyltd,,,19.0,,,Weak,Not Enough Data,-33.04%,86.71%,-14.50%,-0.64%,124.55%,147.10%,273.01%,5117.67%,Worse,Worse,Worse,Better,Better,Better,Better,Data Not Available,Weak,Worse,Better,balmer lawrie & company limited,BALMLAWRIE,Diversified,Diversified,Diversified,Diversified
643,bancoproductsindialtd,,,19.8,,,Below Average,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Below Average,Worse,Worse,banco products (india) limited,,,,,
644,bannariammansugarsltd,,,18.9,,,Weak,Not Enough Data,-43.08%,125.54%,56.65%,11.52%,-16.25%,54.31%,168.57%,1545.52%,Worse,Better,Better,Better,Worse,Worse,Better,Data Not Available,Weak,Better,Better,bannari amman sugars limited,BANARISUG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
